Treat,Plant,Leaf,Rep,Tleaf,Slope,G.star,Date,DOY.x.x,Species,Time.x,Treat.orig,CO2.meas.x,Leaf.unique.x.x,Tset.x,Curve.unique.x,Rep.total.x,Tleaf.x.x,Ci.x,Ci.org.x,Photo.x,Photo.org.x,Cond.x,Trmmol.x,VpdL.x,CTleaf.x,Area.x,BLC_1.x,StmRat.x,BLCond.x,Tair.x,TBlk.x,CO2.set.x,CO2R.x,CO2S.x,H2OR.x,H2OS.x,RH_R.x,RH_S.x,Flow.x,PARi.x,PARo.x,Press.x,CsMch.x,HsMch.x,StableF.x,BLCslope.x,BLCoffst.x,f_parin.x,f_parout.x,alphaK.x,Status.x,fda.x,Trans.x,Tair_K.x,Twall_K.x,R.W.m2..x,Tl.Ta.x,SVTleaf.x,h2o_i.x,h20diff.x,CTair.x,SVTair.x,CndTotal.x,vp_kPa.x,VpdA.x,CndCO2.x,Ci_Pa.x,Ci.Ca.x,RHsfc.x,C2sfc.x,AHs.Cs.x,EBal..x,DOY.y.x,Leaf.unique.y.x,Tleaf.y.x,Vcmax.x,Jmax.x,Rday.x,Vcmax.25.x,Jmax.25.x,Rday.25.x,LMA.x,N.perc.x,C.perc.x,N.area.x,C.area.x,Vcmax.N.x,Jmax.N.x,R.N.x,Tk,CO2.set.y,DOY.x.y,Time.y,CO2.meas.y,Plant.1,Leaf.1,Leaf.unique.x.y,Tset.y,Rep.1,Curve.unique.y,Rep.total.y,Tleaf.x.y,Ci.y,Ci.org.y,Photo.y,Photo.org.y,Cond.y,Trmmol.y,VpdL.y,CTleaf.y,Area.y,BLC_1.y,StmRat.y,BLCond.y,Tair.y,TBlk.y,CO2.set.1,CO2R.y,CO2S.y,H2OR.y,H2OS.y,RH_R.y,RH_S.y,Flow.y,PARi.y,PARo.y,Press.y,CsMch.y,HsMch.y,StableF.y,BLCslope.y,BLCoffst.y,f_parin.y,f_parout.y,alphaK.y,Status.y,fda.y,Trans.y,Tair_K.y,Twall_K.y,R.W.m2..y,Tl.Ta.y,SVTleaf.y,h2o_i.y,h20diff.y,CTair.y,SVTair.y,CndTotal.y,vp_kPa.y,VpdA.y,CndCO2.y,Ci_Pa.y,Ci.Ca.y,RHsfc.y,C2sfc.y,AHs.Cs.y,EBal..y,Tk.x,A.over.ca.x.sqrt.vpd,DOY.y.y,Leaf.unique.y.y,Tleaf.y.y,Vcmax.y,Jmax.y,Rday.y,Vcmax.25.y,Jmax.25.y,Rday.25.y,LMA.y,N.perc.y,C.perc.y,N.area.y,C.area.y,Vcmax.N.y,Jmax.N.y,R.N.y,Tk.y,Kc,K0,g.star,Km,Ag,An.mod,l,Trange.midpnt,Slope.Mod
c.c,2,1,6,26.3,0.103222798,46.1,4-Sep-17,247,Tabebuia,8.37,Control,400,21,24,c.c400.2.1.6,6,26.36844444,151.9,149.7556102,9.527427898,10.13937017,0.524187414,3.14038345,0.695004751,26.36844444,6,1.420000017,1,2.840000033,25.53908157,25.02770996,200,200,187.4672852,23.59060669,27.25338173,72.59297943,83.86406708,500.4070435,1499.481934,169.4574585,101.0342026,1.513057709,0.302858144,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834011739,0.003140383,299.5184444,298.6890816,239.9171034,1.086274797,3.448528442,34.13228741,6.878905684,25.95376301,3.365037507,0.44251169,2.753523691,0.611513816,0.282906417,15.13043866,0.798835968,82.44783484,182.8625425,0.043676159,0,247,21,26.5,91.02517945,157.5447347,1.11795703,76.58921846,146.3928978,1.006384828,52.1,2.79,46.37,14.55659825,241.8443946,6.253190331,10.82290876,0.076800707,299.65,400,247,8.35,400,2,1,21,24,6,NA,6,26.5260849,301.1,299.8656295,19.75585274,20.11873983,0.526852416,3.240237198,0.714143613,26.5260849,6,1.420000017,1,2.840000033,25.62594796,25.02287293,400,400.5,374.5298157,23.602952,27.38249493,72.25713349,83.82803727,500.3012695,1499.648255,171.4695588,101.0358277,-0.184474945,0.295799047,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833835449,0.003240237,299.6760849,298.775948,239.9437147,1.024493163,3.480758518,34.4507264,7.068231472,26.07601643,3.389477544,0.444389346,2.766614906,0.622862638,0.28413609,30.29718007,0.800643342,82.13870608,365.0329859,0.044956281,0,299.6760849,0.062418971,247,21,26.5,91.02517945,157.5447347,1.11795703,76.58921846,146.3928978,1.006384828,52.1,2.79,46.37,14.55659825,241.8443946,6.253190331,10.82290876,0.076800707,299.65,475.3209007,299.6234012,46.14390209,808.4637351,26.68014471,25.31476702,0.219591762,27,0.106511077
c.c,2,1,6,26.3,0.103222798,46.1,4-Sep-17,247,Tabebuia,8.34,Control,400,21,24,c.c400.2.1.6,6,26.2472477,85.3,82.65689503,2.741055209,3.482506725,0.524575353,3.110206382,0.688031934,26.2472477,6,1.420000017,1,2.840000033,25.47991371,25.02693367,100,100,95.93988037,23.45077896,27.07953453,72.41543579,83.62094116,500.3340759,1499.908325,163.0135803,101.0323868,1.983501434,0.318391591,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833890127,0.003110206,299.3972477,298.6299137,239.985326,1.111555382,3.423941941,33.88954819,6.810013659,25.86358071,3.347115976,0.442788123,2.735910007,0.611205969,0.283087198,8.35102339,0.861548865,82.50493552,94.56845252,0.025170462,0,247,21,26.5,91.02517945,157.5447347,1.11795703,76.58921846,146.3928978,1.006384828,52.1,2.79,46.37,14.55659825,241.8443946,6.253190331,10.82290876,0.076800707,299.65,400,247,8.35,400,2,1,21,24,6,NA,6,26.5260849,301.1,299.8656295,19.75585274,20.11873983,0.526852416,3.240237198,0.714143613,26.5260849,6,1.420000017,1,2.840000033,25.62594796,25.02287293,400,400.5,374.5298157,23.602952,27.38249493,72.25713349,83.82803727,500.3012695,1499.648255,171.4695588,101.0358277,-0.184474945,0.295799047,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833835449,0.003240237,299.6760849,298.775948,239.9437147,1.024493163,3.480758518,34.4507264,7.068231472,26.07601643,3.389477544,0.444389346,2.766614906,0.622862638,0.28413609,30.29718007,0.800643342,82.13870608,365.0329859,0.044956281,0,299.6760849,0.062418971,247,21,26.5,91.02517945,157.5447347,1.11795703,76.58921846,146.3928978,1.006384828,52.1,2.79,46.37,14.55659825,241.8443946,6.253190331,10.82290876,0.076800707,299.65,475.3209007,299.6234012,46.14390209,808.4637351,26.68014471,25.31476702,0.219591762,27,0.106511077
c.c,2,1,6,26.3,0.103222798,46.1,4-Sep-17,247,Tabebuia,8.31,Control,400,21,24,c.c400.2.1.6,6,26.34100342,51.9,49.0499431,-0.816819115,-0.007849528,0.519482023,3.168146269,0.706563782,26.34100342,6,1.420000017,1,2.840000033,25.51548386,25.01818085,50,50,49.57854843,23.3886261,27.08480263,72.06956482,83.45893097,500.3555908,1500.044434,153.9529724,101.0302505,2.062953949,0.303588659,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833925985,0.003168146,299.4910034,298.6654839,240.0071034,1.07345452,3.442948176,34.07838899,6.993586361,25.92824364,3.359957673,0.439153696,2.736384394,0.623573279,0.280710781,4.955528038,0.989338023,82.10401343,49.90028779,-0.011136536,0,247,21,26.5,91.02517945,157.5447347,1.11795703,76.58921846,146.3928978,1.006384828,52.1,2.79,46.37,14.55659825,241.8443946,6.253190331,10.82290876,0.076800707,299.65,400,247,8.35,400,2,1,21,24,6,NA,6,26.5260849,301.1,299.8656295,19.75585274,20.11873983,0.526852416,3.240237198,0.714143613,26.5260849,6,1.420000017,1,2.840000033,25.62594796,25.02287293,400,400.5,374.5298157,23.602952,27.38249493,72.25713349,83.82803727,500.3012695,1499.648255,171.4695588,101.0358277,-0.184474945,0.295799047,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833835449,0.003240237,299.6760849,298.775948,239.9437147,1.024493163,3.480758518,34.4507264,7.068231472,26.07601643,3.389477544,0.444389346,2.766614906,0.622862638,0.28413609,30.29718007,0.800643342,82.13870608,365.0329859,0.044956281,0,299.6760849,0.062418971,247,21,26.5,91.02517945,157.5447347,1.11795703,76.58921846,146.3928978,1.006384828,52.1,2.79,46.37,14.55659825,241.8443946,6.253190331,10.82290876,0.076800707,299.65,475.3209007,299.6234012,46.14390209,808.4637351,26.68014471,25.31476702,0.219591762,27,0.106511077
c.c,2,1,6,26.3,0.103222798,46.1,4-Sep-17,247,Tabebuia,8.53,Control,400,21,24,c.c400.2.1.6,6,26.65171814,653.9,654.2512963,28.92127653,28.83433792,0.531707865,3.142519194,0.686829379,26.65171814,6,1.420000017,1,2.840000033,25.67606354,25.03020096,800,800,762.7019043,24.2412014,27.90540886,74.0006485,85.18630219,500.216095,1500.030396,248.0709381,101.0473404,-5.423191071,0.311401159,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833693492,0.003142519,299.8017181,298.8260635,240.0048574,1.065556498,3.506596727,34.70251383,6.797104967,26.16389084,3.407120782,0.447859186,2.819767348,0.587353434,0.286404474,66.11035344,0.857807346,82.96885216,748.7223669,0.032589046,0,247,21,26.5,91.02517945,157.5447347,1.11795703,76.58921846,146.3928978,1.006384828,52.1,2.79,46.37,14.55659825,241.8443946,6.253190331,10.82290876,0.076800707,299.65,400,247,8.35,400,2,1,21,24,6,NA,6,26.5260849,301.1,299.8656295,19.75585274,20.11873983,0.526852416,3.240237198,0.714143613,26.5260849,6,1.420000017,1,2.840000033,25.62594796,25.02287293,400,400.5,374.5298157,23.602952,27.38249493,72.25713349,83.82803727,500.3012695,1499.648255,171.4695588,101.0358277,-0.184474945,0.295799047,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833835449,0.003240237,299.6760849,298.775948,239.9437147,1.024493163,3.480758518,34.4507264,7.068231472,26.07601643,3.389477544,0.444389346,2.766614906,0.622862638,0.28413609,30.29718007,0.800643342,82.13870608,365.0329859,0.044956281,0,299.6760849,0.062418971,247,21,26.5,91.02517945,157.5447347,1.11795703,76.58921846,146.3928978,1.006384828,52.1,2.79,46.37,14.55659825,241.8443946,6.253190331,10.82290876,0.076800707,299.65,475.3209007,299.6234012,46.14390209,808.4637351,26.68014471,25.31476702,0.219591762,27,0.106511077
c.c,2,1,6,26.3,0.103222798,46.1,4-Sep-17,247,Tabebuia,8.42,Control,400,21,24,c.c400.2.1.6,6,26.5874157,302.2,300.9985686,19.8802557,20.24267118,0.536593952,3.22633705,0.699849832,26.5874157,6,1.420000017,1,2.840000033,25.65831757,25.02573776,400,401,374.8996277,23.88473892,27.64658546,72.98606873,84.48137665,500.3616943,1499.361572,202.7629395,101.0429001,-0.08121109,0.304878026,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833936157,0.003226337,299.7374157,298.8083176,239.8978455,1.027101083,3.493341004,34.57284976,6.926264298,26.12286664,3.398868755,0.451320724,2.793491173,0.605377582,0.288669867,30.4137683,0.802877747,82.60883068,365.3435836,0.045455633,0,247,21,26.5,91.02517945,157.5447347,1.11795703,76.58921846,146.3928978,1.006384828,52.1,2.79,46.37,14.55659825,241.8443946,6.253190331,10.82290876,0.076800707,299.65,400,247,8.35,400,2,1,21,24,6,NA,6,26.5260849,301.1,299.8656295,19.75585274,20.11873983,0.526852416,3.240237198,0.714143613,26.5260849,6,1.420000017,1,2.840000033,25.62594796,25.02287293,400,400.5,374.5298157,23.602952,27.38249493,72.25713349,83.82803727,500.3012695,1499.648255,171.4695588,101.0358277,-0.184474945,0.295799047,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833835449,0.003240237,299.6760849,298.775948,239.9437147,1.024493163,3.480758518,34.4507264,7.068231472,26.07601643,3.389477544,0.444389346,2.766614906,0.622862638,0.28413609,30.29718007,0.800643342,82.13870608,365.0329859,0.044956281,0,299.6760849,0.062418971,247,21,26.5,91.02517945,157.5447347,1.11795703,76.58921846,146.3928978,1.006384828,52.1,2.79,46.37,14.55659825,241.8443946,6.253190331,10.82290876,0.076800707,299.65,475.3209007,299.6234012,46.14390209,808.4637351,26.68014471,25.31476702,0.219591762,27,0.106511077
c.c,2,1,6,26.3,0.103222798,46.1,4-Sep-17,247,Tabebuia,8.39,Control,400,21,24,c.c400.2.1.6,6,26.51594543,224.9,223.2137953,14.93901322,15.42531037,0.531964118,3.208872982,0.701249549,26.51594543,6,1.420000017,1,2.840000033,25.61469078,25.02876472,300,299,279.8670044,23.74578857,27.48809242,72.74778748,84.21273804,500.3335876,1499.494385,181.7377014,101.0404587,0.833522797,0.305181295,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833889313,0.003208873,299.6659454,298.7646908,239.9190956,1.040431619,3.478659016,34.42837712,6.940284699,26.06531811,3.387322276,0.448040977,2.777409467,0.609912809,0.286523426,22.55362427,0.79757096,82.47921197,272.6775374,0.045748453,0,247,21,26.5,91.02517945,157.5447347,1.11795703,76.58921846,146.3928978,1.006384828,52.1,2.79,46.37,14.55659825,241.8443946,6.253190331,10.82290876,0.076800707,299.65,400,247,8.35,400,2,1,21,24,6,NA,6,26.5260849,301.1,299.8656295,19.75585274,20.11873983,0.526852416,3.240237198,0.714143613,26.5260849,6,1.420000017,1,2.840000033,25.62594796,25.02287293,400,400.5,374.5298157,23.602952,27.38249493,72.25713349,83.82803727,500.3012695,1499.648255,171.4695588,101.0358277,-0.184474945,0.295799047,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833835449,0.003240237,299.6760849,298.775948,239.9437147,1.024493163,3.480758518,34.4507264,7.068231472,26.07601643,3.389477544,0.444389346,2.766614906,0.622862638,0.28413609,30.29718007,0.800643342,82.13870608,365.0329859,0.044956281,0,299.6760849,0.062418971,247,21,26.5,91.02517945,157.5447347,1.11795703,76.58921846,146.3928978,1.006384828,52.1,2.79,46.37,14.55659825,241.8443946,6.253190331,10.82290876,0.076800707,299.65,475.3209007,299.6234012,46.14390209,808.4637351,26.68014471,25.31476702,0.219591762,27,0.106511077
c.c,2,1,6,26.3,0.103222798,46.1,4-Sep-17,247,Tabebuia,8.45,Control,400,21,24,c.c400.2.1.6,6,26.46784973,361.7,360.8020316,22.83648288,23.11086236,0.537604309,3.136729052,0.679459775,26.46784973,6,1.420000017,1,2.840000033,25.5919342,25.01921463,475,474,445.1038208,23.94663239,27.60466766,73.4664917,84.68907166,500.291626,1500.103882,220.7789764,101.0462952,-0.750644684,0.315723211,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833819377,0.003136729,299.6178497,298.7419342,240.0166151,1.082770749,3.468809172,34.32890999,6.724242327,26.02989197,3.38023146,0.45203526,2.789349397,0.590882062,0.289137594,36.45770859,0.810601965,83.00370535,434.126109,0.044154806,0,247,21,26.5,91.02517945,157.5447347,1.11795703,76.58921846,146.3928978,1.006384828,52.1,2.79,46.37,14.55659825,241.8443946,6.253190331,10.82290876,0.076800707,299.65,400,247,8.35,400,2,1,21,24,6,NA,6,26.5260849,301.1,299.8656295,19.75585274,20.11873983,0.526852416,3.240237198,0.714143613,26.5260849,6,1.420000017,1,2.840000033,25.62594796,25.02287293,400,400.5,374.5298157,23.602952,27.38249493,72.25713349,83.82803727,500.3012695,1499.648255,171.4695588,101.0358277,-0.184474945,0.295799047,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833835449,0.003240237,299.6760849,298.775948,239.9437147,1.024493163,3.480758518,34.4507264,7.068231472,26.07601643,3.389477544,0.444389346,2.766614906,0.622862638,0.28413609,30.29718007,0.800643342,82.13870608,365.0329859,0.044956281,0,299.6760849,0.062418971,247,21,26.5,91.02517945,157.5447347,1.11795703,76.58921846,146.3928978,1.006384828,52.1,2.79,46.37,14.55659825,241.8443946,6.253190331,10.82290876,0.076800707,299.65,475.3209007,299.6234012,46.14390209,808.4637351,26.68014471,25.31476702,0.219591762,27,0.106511077
c.c,2,1,6,26.3,0.103222798,46.1,4-Sep-17,247,Tabebuia,8.5,Control,400,21,24,c.c400.2.1.6,6,26.4665947,537.9,537.7596029,27.47650217,27.52154636,0.530434808,3.07557726,0.67376181,26.4665947,6,1.420000017,1,2.840000033,25.58193588,25.02319336,675,676,640.390564,24.07217979,27.65872574,73.89494324,84.90465546,500.288147,1498.978149,242.308075,101.0455322,-3.591709137,0.313707143,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833813578,0.003075577,299.6165947,298.7319359,239.8364978,1.111342087,3.468552473,34.32662877,6.66790303,26.02426529,3.379106431,0.446955643,2.794790662,0.584315768,0.285813287,54.33820527,0.839736925,83.10868455,627.1467494,0.036921123,0,247,21,26.5,91.02517945,157.5447347,1.11795703,76.58921846,146.3928978,1.006384828,52.1,2.79,46.37,14.55659825,241.8443946,6.253190331,10.82290876,0.076800707,299.65,400,247,8.35,400,2,1,21,24,6,NA,6,26.5260849,301.1,299.8656295,19.75585274,20.11873983,0.526852416,3.240237198,0.714143613,26.5260849,6,1.420000017,1,2.840000033,25.62594796,25.02287293,400,400.5,374.5298157,23.602952,27.38249493,72.25713349,83.82803727,500.3012695,1499.648255,171.4695588,101.0358277,-0.184474945,0.295799047,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833835449,0.003240237,299.6760849,298.775948,239.9437147,1.024493163,3.480758518,34.4507264,7.068231472,26.07601643,3.389477544,0.444389346,2.766614906,0.622862638,0.28413609,30.29718007,0.800643342,82.13870608,365.0329859,0.044956281,0,299.6760849,0.062418971,247,21,26.5,91.02517945,157.5447347,1.11795703,76.58921846,146.3928978,1.006384828,52.1,2.79,46.37,14.55659825,241.8443946,6.253190331,10.82290876,0.076800707,299.65,475.3209007,299.6234012,46.14390209,808.4637351,26.68014471,25.31476702,0.219591762,27,0.106511077
c.c,2,1,6,26.3,0.103222798,46.1,4-Sep-17,247,Tabebuia,8.48,Control,400,21,24,c.c400.2.1.6,6,26.336586,426.5,425.8080153,24.92493423,25.11116098,0.535851578,3.049227538,0.662441201,26.336586,6,1.420000017,1,2.840000033,25.52145958,25.0265255,550,550,517.8910522,23.95272827,27.50845909,73.79280853,84.74720001,500.3778076,1499.535278,230.8971558,101.0456238,-1.779026031,0.326436788,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833963013,0.003049228,299.486586,298.6714596,239.9256385,1.135930148,3.44205061,34.06432144,6.555862355,25.92902279,3.36011267,0.450795436,2.779609409,0.580503262,0.288326042,43.02603653,0.822196123,83.29503473,505.9005991,0.041531163,0,247,21,26.5,91.02517945,157.5447347,1.11795703,76.58921846,146.3928978,1.006384828,52.1,2.79,46.37,14.55659825,241.8443946,6.253190331,10.82290876,0.076800707,299.65,400,247,8.35,400,2,1,21,24,6,NA,6,26.5260849,301.1,299.8656295,19.75585274,20.11873983,0.526852416,3.240237198,0.714143613,26.5260849,6,1.420000017,1,2.840000033,25.62594796,25.02287293,400,400.5,374.5298157,23.602952,27.38249493,72.25713349,83.82803727,500.3012695,1499.648255,171.4695588,101.0358277,-0.184474945,0.295799047,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833835449,0.003240237,299.6760849,298.775948,239.9437147,1.024493163,3.480758518,34.4507264,7.068231472,26.07601643,3.389477544,0.444389346,2.766614906,0.622862638,0.28413609,30.29718007,0.800643342,82.13870608,365.0329859,0.044956281,0,299.6760849,0.062418971,247,21,26.5,91.02517945,157.5447347,1.11795703,76.58921846,146.3928978,1.006384828,52.1,2.79,46.37,14.55659825,241.8443946,6.253190331,10.82290876,0.076800707,299.65,475.3209007,299.6234012,46.14390209,808.4637351,26.68014471,25.31476702,0.219591762,27,0.106511077
c.c,2,1,6,26.3,0.103222798,46.1,4-Sep-17,247,Tabebuia,8.56,Control,400,21,24,c.c400.2.1.6,6,26.69115448,795.8,796.6282958,29.65891206,29.42431739,0.520509132,3.091325269,0.687847862,26.69115448,6,1.420000017,1,2.840000033,25.68333244,25.01825142,950,949,910.6549072,24.37157822,27.97532463,74.36837006,85.3649826,500.2867737,1500.970825,258.8648071,101.0497742,-7.646274567,0.326503545,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83381129,0.003091325,299.8411545,298.8333324,240.155326,1.089536433,3.514748099,34.7823449,6.807020273,26.18724346,3.411825976,0.439887493,2.826900237,0.584925739,0.281190511,80.49910941,0.874786145,82.92512657,896.2541211,0.028030171,0,247,21,26.5,91.02517945,157.5447347,1.11795703,76.58921846,146.3928978,1.006384828,52.1,2.79,46.37,14.55659825,241.8443946,6.253190331,10.82290876,0.076800707,299.65,400,247,8.35,400,2,1,21,24,6,NA,6,26.5260849,301.1,299.8656295,19.75585274,20.11873983,0.526852416,3.240237198,0.714143613,26.5260849,6,1.420000017,1,2.840000033,25.62594796,25.02287293,400,400.5,374.5298157,23.602952,27.38249493,72.25713349,83.82803727,500.3012695,1499.648255,171.4695588,101.0358277,-0.184474945,0.295799047,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833835449,0.003240237,299.6760849,298.775948,239.9437147,1.024493163,3.480758518,34.4507264,7.068231472,26.07601643,3.389477544,0.444389346,2.766614906,0.622862638,0.28413609,30.29718007,0.800643342,82.13870608,365.0329859,0.044956281,0,299.6760849,0.062418971,247,21,26.5,91.02517945,157.5447347,1.11795703,76.58921846,146.3928978,1.006384828,52.1,2.79,46.37,14.55659825,241.8443946,6.253190331,10.82290876,0.076800707,299.65,475.3209007,299.6234012,46.14390209,808.4637351,26.68014471,25.31476702,0.219591762,27,0.106511077
